"number","title","pageid","namespace","length","touched"
"6332","Price_Brothers_and_Company","1016428","","4045","20211025203618"
"6333","Rivière_Montmorency","1016433","","24735","20220630192504"
"6334","Clairette_Oddera","1016704","","5272","20220215210003"
"6335","André_Roy_(hockey_sur_glace)","1016775","","7506","20191102134509"
"6336","William_Price_(1867-1924)","1017153","","5325","20220407004750"
"6337","Bonheur_d'occasion_(film)","1017165","","5285","20201013182936"
"6338","Marie-Josée_Gauthier","1017168","","4093","20210104193611"
"6339","André_Corriveau","1017173","","3904","20210805182236"
"6340","Rivière_Rupert","1017189","","19533","20220429230320"
"6341","Voisins_de_Laval","1017237","","1965","20220619162111"
"6342","Réseau_des_écoles_publiques_alternatives_du_Québec","1017458","","3796","20220211022803"
"6343","Raymond-Marie_Rouleau","1017542","","3576","20220530073126"
"6344","Paul-Eugène_Roy","1017565","","9419","20220530072814"
"6345","Éric_Chouinard","1017701","","9554","20220707161449"
"6346","Mort_aux_pourris","1018011","","6133","20210224054550"
"6347","Lac_Mistassini","1018204","","9611","20201101160145"
"6348","Drôle_de_vidéo","1018463","","5532","20220127174945"
"6349","Aventure_Électronique","1018475","","1721","20220329012612"
"6350","Saint-Louis-de-Gonzague-du-Cap-Tourmente","1018637","","11289","20220818133523"
"6351","Michel_Jasmin","1018717","","4409","20210802005257"
"6352","Saints-Martyrs-Canadiens","1018828","","7902","20211228103758"
"6353","C'est_bien_meilleur_le_matin","1018877","","4334","20200802145750"
"6354","Route_Billy-Diamond","1018945","","12014","20210914002826"
"6355","Bob_Errey","1019123","","27096","20220828204716"
"6356","Réserve_écologique_de_la_Serpentine-de-Coleraine","1019751","","2877","20210109192208"
"6357","Réserve_écologique_Léon-Provancher","1019932","","2034","20210107160338"
"6358","NCSM_Bras_d'Or_(FHE_400)","1019981","","15002","20220823222237"
"6359","Roger_Fauteux","1020006","","3597","20220309062337"
"6360","Enquête_(émission_de_télévision)","1020147","","5045","20210219044931"
"6361","Kamouraska_(film)","1020343","","4540","20220508155456"
"6362","Brigitte_Pelletier","1020441","","1414","20170412193500"
"6363","Josée_di_Stasio","1020631","","5078","20220603073350"
"6364","Liste_de_musiciens_et_ensembles_de_musique_traditionnelle_québécoise","1020851","","13411","20220704125836"
"6365","Parlement_étudiant_du_Québec","1020856","","17256","20220726164821"
"6366","À_la_di_Stasio","1020959","","1858","20220118160919"
"6367","Trophée_Jean-Béliveau","1021378","","7144","20220619161953"
"6368","Trophée_Guy-Lafleur","1021421","","5717","20220612033216"
"6369","Trophée_Paul-Dumont","1021451","","4379","20220617185700"
"6370","Prédateurs_de_Granby","1021466","","1997","20220619154022"
"6371","Nouveau-Bordeaux","1021768","","3157","20200708130007"
"6372","Trophée_Jean-Rougeau","1021887","","5600","20220617190449"
"6373","Petite-Rivière-Saint-François","1022130","","11596","20211220224830"
"6374","L'Ange_de_goudron","1022563","","4757","20220815231205"
"6375","Silence,_on_Court!","1022572","","6147","20211001070321"
"6376","CompuSmart","1022938","","877","20210114015826"
"6377","Disques_Diva","1022993","","3494","20220130214125"
"6378","Eva_Avila","1023000","","2517","20211015190513"
"6379","Union_Label_Group","1023020","","3290","20210413081444"
"6380","Emma_Albani","1023035","","30282","20220609225559"
"6381","Béthanie_(Québec)","1023046","","7268","20211009173820"
"6382","Penelope_(groupe)","1023071","","4553","20210224062052"
"6383","Stéphanie_Morissette","1023123","","5998","20201129182846"
"6384","Mark_Robson","1023676","","4932","20210819133706"
"6385","Philippe_Latulippe","1024110","","3445","20220103053652"
"6386","Claude_Lavoie","1024129","","3008","20210715125503"
"6387","Les_Bons_Débarras","1024210","","5676","20200624034952"
"6388","Énergie_solaire_Québec","1024767","","1325","20220710071142"
"6389","Expo-sciences_Hydro-Québec","1025287","","1600","20201017125331"
"6390","Saint-Urbain_(Québec)","1025291","","8156","20220801153548"
"6391","Route_157_(Québec)","1025747","","5310","20220528193207"
"6392","Thomas_J._Hudson","1026991","","7955","20200505142739"
"6393","Claire_Varin","1027091","","12887","20220520215218"
"6394","Catherine_(série_télévisée,_1999)","1027384","","9502","20210717151040"
"6395","Éric_Fichaud","1027693","","10449","20220628203937"
"6396","Steinberg_(supermarché)","1027853","","10012","20220207193831"
"6397","Louis-Philippe_Demers","1028286","","2818","20200222094240"
"6398","Trophée_Robert-Lebel","1028475","","4984","20220617191601"
"6399","Trophée_Luc-Robitaille","1028487","","3383","20220617192545"
"6400","Saint-Hilarion_(Québec)","1028494","","10153","20220827123939"
"6401","Trophée_Michael-Bossy","1028522","","5889","20220619162019"
"6402","Recrue_de_l'année_(LHJMQ)","1028556","","4838","20220617175109"
"6403","Trophée_Michel-Bergeron","1028566","","6755","20220619162022"
"6404","Joanne_Arseneau","1028600","","1480","20200602114935"
"6405","Trophée_Raymond-Lagacé","1028605","","5783","20220619162030"
"6406","Maxim_Gaudette","1028607","","4120","20220105040004"
"6407","Trophée_Jacques-Plante","1028640","","7772","20220619161947"
"6408","Trophée_Guy-Carbonneau","1028654","","3271","20220619161942"
"6409","Trophée_Émile-Bouchard","1028673","","6321","20220617181236"
"6410","Trophée_Kevin-Lowe","1028685","","3283","20220619162009"
"6411","Trophée_Frank-J.-Selke_(LHJMQ)","1028710","","7194","20220619161938"
"6412","Trophée_Marcel-Robert","1028728","","5397","20220619162014"
"6413","Trophée_Jean-Sawyer","1028737","","4335","20220527115536"
"6414","Trophée_John-Horman","1028751","","4392","20220527115353"
"6415","Trophée_Ron-Lapointe","1028763","","4454","20220617185918"
"6416","Trophée_Maurice-Filion","1028775","","2879","20220617190144"
"6417","Joueur_humanitaire_de_l'année","1028781","","4809","20220617185319"
"6418","Plaque_Philips","1028808","","1676","20220526171952"
"6419","Marie-Catherine_de_Saint-Augustin","1028834","","10706","20220621085457"
"6420","Plaque_AutoPro","1028840","","2311","20220526171458"
"6421","Coupe_du_joueur_offensif_de_l’année","1028866","","3328","20220112185316"
"6422","Coupe_du_joueur_défensif_de_l’année","1028900","","3334","20220112184803"
"6423","Jacques_Levesque","1028932","","2864","20150716001412"
"6424","Office_des_personnes_handicapées_du_Québec","1030749","","4915","20200831183426"
"6425","Les_Appendices","1030779","","6413","20220803162700"
"6426","Pierre_Légaré","1030792","","6171","20220819060608"
"6427","Exterio","1031138","","12775","20220714104130"
"6428","Frank_Hanley","1031154","","3445","20200711141040"
"6429","Les_Orphelins_de_Duplessis","1031156","","8171","20220316082244"
"6430","Jacques_P._Dupuis","1031197","","9791","20211007190150"
"6431","Bonheur_d'occasion_(roman)","1031250","","23095","20220421043640"
"6432","Fédération_des_professionnèles","1031267","","5116","20201128150032"
"6433","Lisette_Lapointe","1032254","","11503","20211116045417"
"6434","Alice_Parizeau","1032377","","8817","20220810171230"
"6435","Westmount_Square","1033039","","2476","20220408070523"
"6436","Gare_Bois-Franc","1033185","","6940","20210913151500"
"6437","Brins_d'éternité","1033311","","11135","20191111005910"
"6438","AlterHéros","1033336","","14918","20220710074721"
"6439","George_Carlyle_Marler","1033475","","5358","20220110041637"
"6440","Collège_Stanislas_(Québec)","1033616","","2484","20211106220050"
"6441","Saint-Albert_(Québec)","1034043","","7354","20211101234601"
"6442","Famille_Bronfman","1034157","","14632","20210830085007"
"6443","Famille_Molson","1034174","","2744","20220701165348"
"6444","Chœur_Gospel_Célébration","1034850","","4965","20220118114116"
"6445","Salut,_Bonjour_!","1034913","","5963","20220617201755"
"6446","Salut_Bonjour_Week-end","1034984","","3773","20220205095200"
"6447","Stéphanie_Dubois","1035186","","29207","20220608134557"
"6448","Les_Plouffe","1035295","","6569","20220223041129"
"6449","Marie-Ève_Pelletier","1035337","","45981","20201107205534"
"6450","Le_Crime_d'Ovide_Plouffe","1035346","","4713","20220125020835"
"6451","Gregory_Hlady","1035567","","17180","20220429213953"
"6452","Droit_au_Québec","1036307","","127343","20211110050520"
"6453","Jean-Vincent_Fournier","1037449","","2785","20220415121944"
"6454","Les_Justiciers_de_la_pia$$e","1037601","","7126","20200729145825"
"6455","Bruno_Lachance","1037878","","2097","20220724170659"
"6456","Route_132_(Québec)","1038329","","31250","20201130182724"
"6457","Gilbert_Fillion","1038735","","2371","20181008194128"
"6458","Jan_Wong","1038982","","7318","20220605113413"
"6459","Marie-Lyse_Laberge-Forest","1039136","","2393","20211126020653"
"6460","Mens_(revue)","1039531","","1963","20220807185853"
"6461","Maurice_Leroux_(réalisateur)","1039680","","1748","20200227121937"
"6462","Les_Heures_précieuses","1040093","","1352","20210319140916"
"6463","Danny_Plourde","1040484","","7051","20220216184520"
"6464","Jacques_Proulx_(syndicaliste)","1041616","","1055","20211014103157"
"6465","Candide_Pineault","1041627","","2311","20220605070903"
"6466","René_Paré","1041645","","1809","20220530074052"
"6467","Édouard_Gagnon","1041725","","6489","20220820064946"
"6468","Festival_de_cinéma_des_3_Amériques_de_Québec","1041729","","3595","20220727210550"
"6469","François-Marc_Gagnon","1041750","","23537","20220131101952"
"6470","Serge_Garant","1041775","","8514","20220810143209"
"6471","Mado_Lamotte","1041877","","11796","20220818184125"
"6472","Denys_Bouliane","1042099","","1957","20220307233307"
"6473","Jacques_Viau","1042298","","1368","20220819112841"
"6474","Mérite_du_Barreau_du_Québec","1042361","","2667","20200115223853"
"6475","Roméo_Arbour","1042400","","4718","20220802122445"
"6476","Nabil_Antaki","1042422","","1189","20211230195039"
"6477","Méduse_(coopérative)","1042529","","8714","20220722175819"
"6478","Jean-Baptiste_Dumouchelle","1042538","","1753","20200129190925"
"6479","Autoroute_5_(Québec)","1042544","","12842","20220705192140"
"6480","Lucien_Moraud","1042587","","2006","20220530072950"
"6481","J.A._Martin_photographe","1043053","","6515","20220720072029"
"6482","Place_Longueuil","1043209","","6629","20220401204424"
"6483","Donald_Baxter","1043465","","931","20211230201207"
"6484","Rue_Notre-Dame_(Montréal)","1043525","","13627","20220401205010"
"6485","Saint-Alban_(Québec)","1043672","","8743","20220814163318"
"6486","Alice_Lemieux-Lévesque","1043757","","2868","20200205195403"
"6487","Les_Voleurs_d'enfance","1043898","","3052","20220321143850"
"6488","Jean-Marie_Gauvreau","1043979","","6604","20211230200659"
"6489","Benoît_Gagnon","1044265","","4909","20201008064211"
"6490","Gino_Chouinard","1044268","","17020","20220516202314"
"6491","Charlesbourg—Haute-Saint-Charles","1044279","","10081","20220301124353"
"6492","Westmount—Ville-Marie","1044341","","6788","20210830173308"
"6493","Mont-Royal_(circonscription_fédérale)","1044344","","10753","20220302032340"
"6494","Papineau_(circonscription_fédérale)","1044346","","12325","20220302032919"
"6495","Outremont_(circonscription_fédérale)","1044348","","16989","20220219152152"
"6496","Sans_elle","1044750","","1861","20210227135614"
"6497","Rosemont—La_Petite-Patrie_(circonscription_fédérale)","1045426","","10278","20220302033828"
"6498","Laurier—Sainte-Marie","1045456","","10952","20220302031759"
"6499","Hochelaga_(circonscription_fédérale)","1045465","","16038","20220302031019"
"6500","Chanson_québécoise","1046361","","13317","20220303174447"
"6501","Le_Livre_noir_du_Canada_anglais","1046367","","11782","20211227145317"
"6502","Repentigny_(circonscription_fédérale)","1046371","","6834","20220301130546"
"6503","Francine_Noël","1047495","","3816","20220325143218"
"6504","Aguanish","1047552","","10188","20211205205908"
"6505","Sonia_Sarfati","1047897","","2881","20201120202818"
"6506","Post_mortem_(film,_1999)","1047943","","5000","20220602125919"
"6507","India_Desjardins","1048143","","10268","20210303204959"
"6508","Karoline_Georges","1048153","","14560","20220325111043"
"6509","Une_jeune_fille_à_la_fenêtre","1048161","","4038","20220815231217"
"6510","Joseph_Dominique_Gauthier","1048193","","3255","20220318031349"
"6511","Sainte-Christine-d'Auvergne","1048373","","11414","20211118020157"
"6512","Liste_des_épisodes_de_Dans_une_galaxie_près_de_chez_vous","1048834","","16613","20211016132545"
"6513","Gouvernement_Pierre-Joseph-Olivier_Chauveau","1048858","","5413","20210823000857"
"6514","François-Xavier_Liagre","1049110","","14920","20200419011138"
"6515","Saint-Léonard-de-Portneuf","1049487","","8321","20220814164004"
"6516","Gilles_Potvin","1049748","","2309","20211230195741"
"6517","Karl_Dykhuis","1050049","","6159","20220707062109"
"6518","Le_Goliath_(La_Ronde)","1050101","","3581","20220809183215"
"6519","Ramzi_Abid","1050672","","14828","20220619154516"
"6520","Don_Ross","1050733","","2069","20191205121652"
"6521","Petite-Bourgogne","1051133","","19528","20220731193432"
"6522","Gilles_A._Perron","1051402","","1919","20181009181419"
"6523","Joan_Fraser","1051427","","2581","20210529184218"
"6524","Jean-Claude_Rivest","1051463","","6480","20200520211234"
"6525","Parc_des_Meubliers","1051511","","1541","20210911194750"
"6526","Esther_Croft","1051584","","2168","20220328215535"
"6527","René_Angélil","1051639","","13818","20220823210915"
"6528","Jimmy_Bond","1051670","","5837","20220325151819"
"6529","François_Morel_(compositeur)","1051835","","11747","20220803133810"
"6530","Jeanne_Renaud","1051884","","4610","20220421214402"
"6531","Avec_pas_d'casque","1052027","","4942","20210428144548"
"6532","Jean_Dion","1052031","","7602","20201127200101"
"6533","Nicolas_Langelier","1052056","","7493","20211017224002"
"6534","André_Berthiaume","1052593","","2026","20211221141639"
"6535","Gouvernement_Gédéon_Ouimet","1052734","","4853","20210824012300"
"6536","Paul-Émile_Auger","1053150","","1401","20211230201116"
"6537","Le_Lac-St-Jean","1053247","","2625","20210616183524"
"6538","Saint-Gilbert","1053297","","7065","20220814164113"
"6539","Pierre_Ayot","1053437","","5439","20210707183701"
"6540","Elvis_Gratton_(court_métrage)","1053504","","1008","20211218200234"
"6541","Viauville","1053546","","1677","20200309012701"
"6542","Les_Vacances_d'Elvis_Gratton","1053547","","777","20220201173528"
"6543","Pas_encore_Elvis_Gratton!","1053557","","1428","20210520172954"
"6544","Charles-Théodore_Viau","1053558","","7485","20220608084625"
"6545","Jean-Pierre_Girard_(écrivain)","1053586","","4722","20190127041606"
"6546","École_des_beaux-arts_de_Montréal","1053602","","8780","20220810154146"
"6547","Christiane_Frenette","1053621","","8981","20220325110442"
"6548","Médard_Bourgault","1053797","","4581","20210212081132"
"6549","Yves_Bourgault","1053802","","816","20201004033644"
"6550","Yelo_Molo","1053847","","3897","20220828125058"
"6551","Sainte-Dorothée_(Québec)","1053950","","6132","20220427170513"
"6552","Chronologie_des_événements_dans_l'affaire_Michaud","1054816","","8523","20191122020522"
"6553","Claire_Bonenfant","1055023","","4584","20190501102321"
"6554","Lotte_Brott","1055036","","4386","20220406101851"
"6555","Marie_Saint_Pierre","1055133","","10896","20211007212705"
"6556","Saint-Casimir","1055144","","14797","20220318191446"
"6557","David_Julian_Hirsh","1055148","","4990","20210525232508"
"6558","Sylvie_Lalande","1055160","","664","20201108072646"
"6559","Ghislain_Bouchard","1055250","","4012","20180727132643"
"6560","Jacques_Bourbeau","1055272","","3137","20211217014810"
"6561","Édouard_Brochu","1055298","","2842","20220530072956"
"6562","Jeanne-d'Arc_Bouchard","1055363","","2725","20180504202610"
"6563","Élaine_Turgeon","1055381","","6631","20220331093735"
"6564","Guy_Cogeval","1055594","","64761","20211031141512"
"6565","Thérèse_Dallaire-Laplante","1055612","","773","20211230195113"
"6566","Route_117_(Québec)","1055626","","15310","20220526223551"
"6567","Route_175_(Québec)","1055640","","67784","20220715001111"
"6568","Jeanne_Demers","1055645","","1467","20200311035034"
"6569","Centre_local_de_développement","1055647","","6174","20210617192846"
"6570","Route_185_(Québec)","1055648","","6318","20220530012308"
"6571","Claude_Jodoin","1055681","","1605","20211230201459"
"6572","Michel_Dufour_(écrivain)","1055713","","6654","20220312232719"
"6573","Stéphan_Lebeau","1055765","","11865","20220707161553"
"6574","Michael_Delisle","1055776","","9171","20211126112649"
"6575","Elvis_Gratton_:_Le_King_des_kings","1055920","","4347","20210920150921"
"6576","Anne_Renée","1055931","","5199","20220515060157"
"6577","Saint-Thuribe_(Québec)","1055943","","9669","20220814163832"
"6578","Gouvernement_Charles-Eugène_Boucher_de_Boucherville_(1)","1056646","","7914","20210824012315"
"6579","Louis_Grenier_(homme_d'affaires)","1057058","","765","20211217021649"
"6580","Saint-Léonard—Saint-Michel","1057222","","8844","20220302034248"
"6581","Ahuntsic_(circonscription_fédérale)","1057236","","7232","20210823211303"
"6582","La_Pointe-de-l'Île","1057267","","6918","20220302031351"
"6583","Saint-Ubalde","1057273","","8512","20211118012100"
"6584","Honoré-Mercier","1057286","","5525","20220302031151"
"6585","Liste_des_circonscriptions_fédérales_du_Québec_par_région","1057308","","4961","20210915015743"
"6586","Oliver_Jones","1057391","","6562","20220718021716"
"6587","George_Karpati","1057623","","6604","20220116225432"
"6588","Lesbians_on_Ecstasy","1057731","","6320","20210224070838"
"6589","Les_Beaux_Souvenirs","1057737","","2267","20211218200250"
"6590","Réseau_autoroutier_québécois","1057751","","26099","20220720161221"
"6591","Saint-Laurent—Cartierville","1057756","","5167","20201117161542"
"6592","Notre-Dame-de-Grâce—Lachine","1057774","","5217","20201117160523"
"6593","LaSalle—Émard","1057783","","6129","20210817155713"
"6594","Pierrefonds—Dollard","1057794","","8226","20220302033637"
"6595","Lac-Saint-Louis","1057808","","6183","20220302031526"
"6596","Bourassa_(circonscription_fédérale)","1057817","","9086","20220610201358"
"6597","Laval_(circonscription_fédérale)","1057831","","3785","20211206002444"
"6598","Laval—Les_Îles","1057839","","6355","20220301223715"
"6599","Autoroute_30_(Québec)","1057878","","26091","20220825233928"
"6600","Marc-Aurèle-Fortin","1057880","","5989","20220301224646"
"6601","Abitibi—Baie-James—Nunavik—Eeyou","1057904","","10569","20220301123110"
"6602","Chicoutimi—Le_Fjord","1057924","","12848","20220302035026"
"6603","Jonquière—Alma","1057936","","4863","20210328182612"
"6604","Roberval—Lac-Saint-Jean","1057944","","9267","20201117161101"
"6605","Saint-Maurice—Champlain","1057952","","7734","20220301225028"
"6606","Autoroute_31_(Québec)","1058016","","7918","20220525204255"
"6607","Pontiac_(circonscription_fédérale)","1058059","","15251","20220528102934"
"6608","Abitibi—Témiscamingue_(circonscription_fédérale)","1058061","","16796","20220301123332"
"6609","Hull—Aylmer","1058066","","9732","20220307133130"
"6610","Gatineau_(circonscription_fédérale)","1058068","","8537","20220302034757"
"6611","Argenteuil—Papineau—Mirabel","1058073","","9317","20201210141428"
"6612","Vaudreuil—Soulanges_(circonscription_fédérale)","1058079","","15156","20220302030129"
"6613","Beauharnois-Salaberry_(circonscription_fédérale)","1058088","","10601","20201222141902"
"6614","Acadie_(circonscription_provinciale)","1058858","","10535","20211118235324"
"6615","Thérèse_Lavoie-Roux","1058886","","4509","20200505174622"
"6616","Châteauguay—Saint-Constant","1059119","","4415","20201117154137"
"6617","Marcelyne_Claudais","1059198","","4428","20220325094259"
"6618","Samuel_de_Champlain","1059362","","174359","20220805114534"
"6619","Le_Projet_Andersen","1059452","","14444","20210429001957"
"6620","Viaduc_de_la_Concorde","1059910","","9152","20210616140549"
"6621","Gouvernement_Henri-Gustave_Joly_de_Lotbinière","1060578","","6930","20210824012327"
"6622","Sylvain_Hotte","1060583","","2526","20200430171649"
"6623","Autoroute_50_(Québec)","1060758","","41060","20220820201236"
"6624","Aéropro","1061308","","10144","20220525170825"
"6625","Pascan_Aviation","1061352","","5773","20220827154524"
"6626","Autoroute_440_(Québec)","1061480","","10085","20220828051525"
"6627","Autoroute_540_(Vaudreuil-Dorion)","1061554","","4971","20220508151116"
"6628","Pays-d'en-Haut","1061630","","9804","20220328232808"
"6629","Autoroute_540_(Québec)","1061643","","11026","20220508134805"
"6630","Autoroute_740","1061745","","6747","20220705192027"
"6631","Philippe_Boucher_(hockey_sur_glace)","1061781","","11754","20220619153423"
"6632","Claude_Marc_Bourget","1061818","","5365","20220805163000"
"6633","Mélanie_Pilon","1062259","","3781","20220519230146"
"6634","Constance_Pathy","1062593","","2248","20200309190648"
"6635","Monique_Chabot","1062661","","1667","20220710142749"
"6636","Benoît_Langlais","1062693","","1729","20201013132759"
"6637","Daniel_Thomas","1062868","","3320","20211003173334"
"6638","Julie_Vincent","1063178","","4487","20210719055320"
"6639","Stéphane_Jacques","1063198","","2698","20210914162216"
"6640","Pascale_Desrochers","1063228","","3063","20201212145601"
"6641","Lise_Martin_(actrice)","1063243","","2894","20220221165954"
"6642","Laurence_Hamelin","1063255","","2978","20220622055208"
"6643","Fabien_Dupuis","1063267","","3527","20220823164208"
"6644","La_Face_cachée_de_la_Lune_(film)","1063567","","4224","20220122201024"
"6645","Route_112_(Québec)","1063611","","14021","20220628194803"
"6646","Autoroute_955","1063620","","7056","20220705191946"
"6647","Autoroute_610","1063683","","5887","20220711022015"
"6648","Kristopher_Letang","1063804","","54219","20220825150659"
"6649","Dany_Sabourin","1063988","","18145","20220603152346"
"6650","Patrice_Sauvé","1064066","","4445","20220427135808"
"6651","Mathieu_Blais","1064075","","4896","20210128192425"
"6652","Éditions_Trois-Pistoles","1064125","","1047","20161029205108"
"6653","Gouvernement_Joseph-Adolphe_Chapleau","1064205","","7683","20210824012337"
"6654","Mont_D'Iberville","1064334","","3513","20211001205654"
"6655","Philippe_Girard_(auteur)","1064964","","12040","20211017040423"
"6656","Gagnon_(Québec)","1065428","","5308","20201231141451"
"6657","Ginette_Anfousse","1065438","","10346","20220409194013"
"6658","Festival_de_la_bande_dessinée_francophone_de_Québec","1065457","","8133","20211206034504"
"6659","Autoroute_85_(Québec)","1065493","","17381","20220530012313"
"6660","Autoroute_573","1065500","","7632","20220705192248"
"6661","Autoroute_973","1065514","","6210","20220705191930"
"6662","Par_4_chemins","1065569","","3235","20200321124751"
"6663","Élections_générales_québécoises_de_2007","1065938","","71874","20220516073702"
"6664","William_Francis_Mackey","1066897","","2768","20210702161450"
"6665","Adrien_Pinard","1066933","","3157","20191030002125"
"6666","Marcel_Dagenais","1066950","","1795","20220216082023"
"6667","Desmaraisville","1067118","","1021","20210914001900"
"6668","Miquelon_(hameau)","1067162","","1358","20210914002144"
"6669","Marie-Camille_Roy_Nobert","1067209","","1068","20220325151424"
"6670","Gouvernement_Joseph-Alfred_Mousseau","1067240","","5487","20210824012347"
"6671","Cimetière_Notre-Dame-de-Belmont","1067310","","7665","20210417194141"
"6672","François_Gravel","1067332","","12782","20220403235257"
"6673","Les_Allusifs","1067383","","3059","20210602132416"
"6674","France_D'Amour","1067426","","8334","20220706173944"
"6675","Hubert_Charbonneau","1068243","","8871","20220525165632"
"6676","François_Duchesneau","1068292","","7868","20220803143043"
"6677","Jacques_Boucher_(professeur)","1068341","","3934","20220729140602"
"6678","Patrick_Lebeau","1068360","","11061","20220616184638"
"6679","Jacques_Boucher_(juge)","1068394","","5069","20210704161200"
"6680","Denis_Bouchard_(linguiste)","1068417","","1294","20201108090000"
"6681","Michael_Brecher","1068447","","7191","20220130093814"
"6682","Prix_Fieldhouse","1068459","","1189","20200110184015"
"6683","Jean_Beetz","1068834","","2652","20211230194026"
"6684","Michel_Delfour","1068881","","1429","20220415012645"
"6685","Liste_des_circonscriptions_provinciales_du_Québec_par_région","1069129","","9559","20220828152816"
"6686","Geneviève_Guérard","1069131","","3026","20220819120438"
"6687","Loi_concernant_la_lutte_contre_le_tabagisme","1069195","","11328","20220215205306"
"6688","Joual","1069259","","27377","20220523090135"
"6689","Route_113_(Québec)","1069481","","3888","20220628194859"
"6690","Les_Tisserands_du_pouvoir","1069694","","902","20210202165234"
"6691","Les_Tisserands_du_pouvoir_(film)","1069696","","7040","20220705061322"
"6692","Gouvernement_John_Jones_Ross","1069746","","7230","20210824012151"
"6693","André_Guitar","1069862","","4343","20220815121600"
"6694","Albert_Bregman","1069988","","3151","20220403231735"
"6695","Jean_Bourbonnais","1070478","","1151","20210907141821"
"6696","Les_Tisserands_du_pouvoir_2","1070507","","3758","20220307163008"
"6697","Bernard_Andrès","1070633","","21680","20220315110116"
"6698","Société_des_Dix","1070656","","4564","20211007175407"
"6699","Prix_des_Dix","1070764","","1430","20200619194013"
"6700","Route_329_(Québec)","1070783","","3634","20200807142656"
"6701","Il_était_une_fois_dans_l'Est_(film,_1974)","1070889","","5396","20220815033248"
"6702","Maurice_Pinard","1070893","","1465","20220604080259"
"6703","Radisson","1071066","","12999","20220603094434"
"6704","Mont-Avalanche","1071079","","666","20201121205847"
"6705","Mara_Tremblay","1071170","","7773","20211218191639"
"6706","L'Erreur_boréale","1071470","","6493","20220302195203"
"6707","Le_Gris","1072278","","4273","20201205110357"
"6708","Chemin_Craig","1072745","","5494","20220821145902"
"6709","Aide_sociale_au_Québec","1073173","","5394","20220217203151"
"6710","Gouvernement_Honoré_Mercier","1073474","","9783","20210824013234"
"6711","Viaduc_de_Blois","1073574","","850","20200515164052"
"6712","Haute-Gaspésie—La_Mitis—Matane—Matapédia","1073579","","12134","20201117154714"
"6713","Rimouski-Neigette—Témiscouata—Les_Basques","1073674","","6048","20220301123622"
"6714","Montmagny—L'Islet—Kamouraska—Rivière-du-Loup","1073719","","6788","20220301123514"
"6715","En_pays_neufs","1073869","","3088","20220619152911"
"6716","Gare_de_Hull","1073970","","2729","20210912092455"
"6717","Le_Groupe_Coscient","1074301","","987","20200821131424"
"6718","20h17_rue_Darling","1074563","","6013","20220711200754"
"6719","Fire_Lake","1074781","","2503","20200808023512"
"6720","L'Étape_(Québec)","1074793","","6057","20220502101251"
"6721","Mont-Apica","1074811","","10698","20220810131322"
"6722","Tit-Coq","1074831","","3114","20220416171139"
"6723","Lac_Jeannine","1074853","","2133","20211205040756"
"6724","Lac_Barbel","1074871","","1176","20211205041257"
"6725","Lock-out_de_La_Presse","1074990","","47065","20220804144740"
"6726","La_Grande_Rivière","1075231","","9779","20210401125614"
"6727","Solidaritude","1075274","","2797","20200424132702"
"6728","Chartrand_et_Simonne","1075282","","6851","20211224212255"
"6729","André_Parent","1075633","","4352","20220308135708"
"6730","Clarke_Fraser","1075653","","2011","20220427165032"
"6731","Pavel_Hamet","1075716","","8956","20211124032030"
"6732","Kresimir_Krnjevic","1075765","","2094","20211230200315"
"6733","John_Newmark","1075797","","1725","20211230201433"
"6734","Vincent_Warren","1075835","","5637","20220210192731"
"6735","Jean-Claude_Marsan","1076022","","6147","20211230195045"
"6736","Carmen_Gill-Casavant","1076029","","1283","20190916050622"
"6737","Marcel_Fournier_(historien)","1076349","","11272","20211106203629"
"6738","Clément_Moisan","1076416","","1567","20220613094820"
"6739","Beauport—Limoilou","1076477","","8065","20220301124230"
"6740","Québec_(circonscription_fédérale)","1076506","","11225","20220426064806"
"6741","Martial_Asselin","1076553","","8513","20220228152903"
"6742","Portneuf—Jacques-Cartier","1076586","","14990","20220307132831"
"6743","Louis-Hébert_(circonscription_fédérale)","1076595","","9039","20220301124456"
"6744","Louis-Saint-Laurent","1076602","","5472","20220324174512"
"6745","Montmorency—Charlevoix—Haute-Côte-Nord","1076615","","4599","20210906020007"
"6746","Bécancour—Nicolet—Saurel","1076702","","9940","20220301124834"
"6747","Drummond_(circonscription_fédérale)","1076705","","6893","20220301124924"
"6748","Richmond—Arthabaska","1076706","","6689","20220301125013"
"6749","Wolfred_Nelson","1076709","","27174","20220414193157"
"6750","Mégantic—L'Érable","1076711","","5599","20220301125429"
"6751","Bernard_Primeau","1077272","","2271","20211209235845"
"6752","Gouvernement_Charles-Eugène_Boucher_de_Boucherville_(2)","1077315","","4336","20210822233113"
"6753","Jean-Paul_Gignac","1077407","","6161","20220530065030"
"6754","Camille_Limoges","1077505","","8094","20220530064828"
"6755","Pierre_Legendre_(écologie)","1077556","","11002","20220427134932"
"6756","Stanley_Mason","1077609","","1785","20201218203526"
"6757","Valérie_(film)","1077712","","3652","20220219221536"
"6758","Robert_Marchessault","1077731","","1349","20220418015828"
"6759","Les_Brûlés","1078450","","3464","20200919023905"
"6760","CKYK-FM","1078484","","5870","20220818233845"
"6761","Zacharie_Dupuis","1078529","","3433","20200505075511"
"6762","Jean_Béliveau_(marcheur)","1078675","","4413","20220616202214"
